date,asset_id,symbol,quote_currency,close_eur,close,ret_5d,ret_20d,ret_60d,ret_120d,vol_20d_ann,vol_60d_ann,drawdown_60d,drawdown_252d,sma20_ratio,sma50_ratio,sma200_ratio,observations
2026-09-22,AT0000A09ZL0,N550.MU,EUR,360.9100036621094,360.9100036621094,,,,,,,0.0,0.0,,,,3
2026-09-22,BE0003470755,SOLB.BR,EUR,25.36000061035156,25.36000061035156,-0.018575833568184374,-0.008600442299087296,-0.03500761233851324,0.005819419099014622,0.21359749363139155,0.1695158846035989,-0.06819867249098455,-0.14035087843632954,-0.01678747071379061,-0.027517841443764013,-0.010053620891849802,1283
2026-09-22,BE0974293251,ABI.BR,EUR,68.33999633789062,68.33999633789062,-0.006108286580732036,0.013345104743528458,-0.059455093675856,0.12724050669230857,0.17107190214741472,0.2231267082227227,-0.1156914534747937,-0.14298171470367416,0.0018470809689046241,-0.02004651469133356,0.04929757557069614,1283
2026-09-22,DE0005140008,DBK.DE,EUR,32.63999938964844,32.63999938964844,-0.020995823627346866,-0.016867510856088175,0.1017721312961497,0.31767247406505783,0.2810338174827459,0.2721022991735201,-0.08699302406577802,-0.2676722440208219,-0.053069055197950576,-0.01279675523335222,0.09491886516468173,1277
2026-09-22,DE0005190003,BMW.DE,EUR,59.58000183105469,59.58000183105469,-0.05217942646275975,0.027241410880253225,0.04051700275109904,-0.20474748015807143,0.3158186574858923,0.26067071432976086,-0.0646781614213382,-0.38203233061612984,-0.03486033699827262,-0.005959538139937437,-0.17935637575876506,1277
2026-09-22,DE0005552004,DHL.DE,EUR,58.619998931884766,58.619998931884766,0.050537629630490466,0.031315953105532035,0.10395481386791228,0.3254721281682045,0.1743460599188675,0.19240424342362117,-0.05845729999922167,-0.14333072083959342,0.04918383455116038,0.04388518469623914,0.18079747139841462,1277
2026-09-22,DE0005557508,DTE.DE,EUR,27.11000061035156,27.11000061035156,-0.061937682761455615,-0.06838487096327872,0.1366876384377207,-0.11894701959579101,0.23651918230295016,0.29837754067897904,-0.07093898811430299,-0.27769587398998596,-0.040710512454508185,-0.032373181780450455,-0.04302378964270748,1277
2026-09-22,DE0005810055,DB1.DE,EUR,279.8999938964844,279.8999938964844,0.009012256867362733,-0.026434803838315202,0.1721105122256572,0.11415459938353045,0.20835909023228993,0.21346185927117192,-0.06009615132693824,-0.11953220395825659,-0.004853088644703241,0.02289170452124556,0.14703628793492962,1277
2026-09-22,DE0006048432,HEN3.DE,EUR,75.18000030517578,75.18000030517578,0.03155876973705496,-0.007393683316455846,0.022300780109212104,0.19930930737221586,0.18373769599306258,0.1885069125243779,-0.09398495881178781,-0.2432210362584949,0.005913990393198176,-0.00448629267979106,0.06223077142891564,1277
2026-09-22,DE0007030009,RHM.DE,EUR,991.4000244140624,991.4000244140624,-0.03616561545287256,-0.11339646958929495,0.0009086566522589212,-0.36242614640723836,0.35445014400236136,0.3965620961258241,-0.1840197894679262,-0.5192044852564789,-0.05635322523078401,-0.08917852883027522,-0.2700989557471489,1277
