asset_id,symbol,date,price_column,one_day_return_pct,next_day_return_pct,two_day_return_pct
FR0012333284,ABVX.PA,2022-06-20,close_raw,12.665408,-10.738253,0.567112
FR0012333284,ABVX.PA,2022-07-20,close_raw,13.953486,-12.653059,-0.465116
IE000R85HL30,WEBD.DE,2025-10-24,close_raw,-13.333522,16.98273,1.384812
IE00BL25JN58,XDEB.DE,2025-10-24,close_raw,16.058685,-13.836694,0.0
LU0304955437,0P00009UZB.F,2025-10-13,close_raw,10102.994886,-99.005145,1.505036
LU1291102447,0E4H.IL,2026-08-03,close_raw,111.132622,-52.636405,0.0
