date,valeur
2023-07-25,98.944
2023-07-26,98.7564
2023-07-27,99.2835
2023-07-28,99.4737
2023-07-31,99.3653
2023-08-01,99.1755
2023-08-02,98.4583
2023-08-03,98.3336
2023-08-04,98.5473
2023-08-07,98.4277
2023-08-08,97.8697
2023-08-09,98.051
2023-08-10,98.3619
2023-08-11,97.8111
2023-08-14,97.9879
2023-08-15,97.7558
2023-08-16,97.6458
2023-08-17,97.2825
2023-08-18,96.9999
2023-08-21,97.1812
2023-08-22,97.421
2023-08-23,97.5974
2023-08-24,97.4168
2023-08-25,97.2984
2023-08-28,97.7112
2023-08-29,98.1875
2023-08-30,98.3119
2023-08-31,98.1898
2023-09-01,98.3142
2023-09-04,98.4732
2023-09-05,98.3443
2023-09-06,97.9412
2023-09-07,97.7174
2023-09-08,97.8781
2023-09-11,97.9643
2023-09-12,97.9889
2023-09-13,98.0461
2023-09-14,98.509
2023-09-15,98.3928
2023-09-18,98.0925
2023-09-19,97.9267
2023-09-20,98.2768
2023-09-21,97.4772
2023-09-22,97.4976
2023-09-25,97.3125
2023-09-26,97.3168
2023-09-27,97.3281
2023-09-28,97.3394
2023-09-29,97.3504
2023-10-02,97.3767
2023-10-03,97.381
2023-10-04,97.3951
2023-10-05,97.3994
2023-10-06,97.4231
2023-10-09,97.4412
2023-10-10,97.4424
2023-10-11,97.4586
2023-10-12,97.4693
2023-10-13,97.4817
2023-10-16,97.5058
2023-10-17,97.4665
2023-10-18,97.3913
2023-10-19,97.3213
2023-10-20,97.1592
2023-10-23,97.1478
2023-10-24,97.1496
2023-10-25,97.1697
2023-10-26,97.1771
2023-10-27,97.1943
2023-10-30,97.2142
2023-10-31,97.2202
2023-11-01,97.2322
2023-11-02,97.2432
2023-11-03,97.2412
2023-11-06,97.273
2023-11-07,97.2932
2023-11-08,97.259
2023-11-09,97.3495
2023-11-10,97.3712
2023-11-13,97.473
2023-11-14,97.6785
2023-11-15,97.6877
2023-11-16,97.658
2023-11-17,97.737
2023-11-20,97.8011
