date,valeur
2022-07-05,100.0026
2022-07-06,99.9936
2022-07-07,100.0014
2022-07-08,100.0114
2022-07-11,100.0194
2022-07-12,100.0489
2022-07-13,99.9425
2022-07-14,99.8909
2022-07-15,99.9865
2022-07-18,99.9572
2022-07-19,99.911
2022-07-20,99.9529
2022-07-21,99.9533
2022-07-22,99.9736
2022-07-25,99.9727
2022-07-26,100.0185
2022-07-27,100.0401
2022-07-28,100.1397
2022-07-29,100.1702
2022-08-01,100.1666
2022-08-02,100.1198
2022-08-03,100.2763
2022-08-04,100.3524
2022-08-05,100.2412
2022-08-08,100.2989
2022-08-09,99.8276
2022-08-10,100.3441
2022-08-11,100.5538
2022-08-12,100.7142
2022-08-15,101.0126
2022-08-16,101.3411
2022-08-17,100.8017
2022-08-18,101.1147
2022-08-19,100.5158
2022-08-22,99.8936
2022-08-23,99.8802
2022-08-24,99.9137
2022-08-25,100.1193
2022-08-26,99.6216
2022-08-29,98.9342
2022-08-30,98.4917
2022-08-31,98.3057
2022-09-01,97.6193
2022-09-02,98.4793
2022-09-05,97.9967
2022-09-06,97.9305
2022-09-07,97.9488
2022-09-08,98.0088
2022-09-09,98.1265
2022-09-12,98.2089
2022-09-13,97.3599
2022-09-14,97.2164
2022-09-15,97.1502
2022-09-16,96.5436
2022-09-19,96.5612
2022-09-20,96.496
2022-09-21,96.4666
2022-09-22,96.534
2022-09-23,96.3177
2022-09-26,96.2465
2022-09-27,96.1342
2022-09-28,96.0096
2022-09-29,95.8623
2022-09-30,95.9879
2022-10-03,96.0737
2022-10-04,96.0875
2022-10-05,96.0747
2022-10-06,96.0964
2022-10-07,96.102
2022-10-10,96.1169
2022-10-11,96.1165
2022-10-12,96.1276
2022-10-13,96.1257
2022-10-14,96.1346
2022-10-17,96.147
2022-10-18,96.1409
2022-10-19,96.1541
2022-10-20,96.1608
2022-10-21,96.1586
2022-10-24,96.1767
2022-10-25,96.2384
2022-10-26,96.2208
2022-10-27,96.2778
2022-10-28,96.2655
2022-10-31,96.2884
2022-11-01,96.344
2022-11-02,96.3398
2022-11-03,96.3553
2022-11-04,96.3832
2022-11-07,96.4572
2022-11-08,96.4943
2022-11-09,96.3953
2022-11-10,96.5192
2022-11-11,96.5466
2022-11-14,96.5265
2022-11-15,97.0285
2022-11-16,96.4147
2022-11-17,96.0268
2022-11-18,96.4797
2022-11-21,96.2298
2022-11-22,96.5821
2022-11-23,96.9085
2022-11-24,97.0157
2022-11-25,96.9245
2022-11-28,96.6212
2022-11-29,96.3587
2022-11-30,96.5547
2022-12-01,97.2176
2022-12-02,96.8615
2022-12-05,96.7231
2022-12-06,96.2577
2022-12-07,96.0208
2022-12-08,96.217
2022-12-09,96.4367
2022-12-12,96.2079
2022-12-13,97.0096
2022-12-14,96.8439
2022-12-15,95.7532
2022-12-16,95.5098
2022-12-19,95.4405
2022-12-20,95.6101
2022-12-21,95.7167
2022-12-22,95.6798
2022-12-23,95.7192
2022-12-27,95.7616
2022-12-28,95.7502
2022-12-29,95.7688
2022-12-30,95.7185
2023-01-02,95.856
2023-01-03,95.9983
2023-01-04,96.2117
2023-01-05,96.2156
2023-01-06,96.2851
2023-01-09,96.2858
2023-01-10,96.0603
2023-01-11,96.2689
2023-01-12,96.4661
2023-01-13,96.5581
2023-01-16,96.6713
2023-01-17,96.8249
2023-01-18,96.8138
2023-01-19,96.1354
2023-01-20,96.455
2023-01-23,97.198
2023-01-24,97.2632
2023-01-25,96.8756
2023-01-26,97.456
2023-01-27,97.6562
2023-01-30,97.5358
2023-01-31,97.5413
2023-02-01,97.9014
2023-02-02,98.4932
2023-02-03,98.5983
2023-02-06,98.16
2023-02-07,98.2463
2023-02-08,98.4431
2023-02-09,98.698
2023-02-10,98.0868
2023-02-13,98.4689
2023-02-14,98.4704
2023-02-15,98.4984
2023-02-16,98.755
2023-02-17,98.2708
2023-02-20,98.2803
2023-02-21,97.949
2023-02-22,97.5948
2023-02-23,97.8424
2023-02-24,97.4526
2023-02-27,97.948
2023-02-28,98.0281
2023-03-01,97.8481
2023-03-02,97.693
2023-03-03,98.322
2023-03-06,98.7534
2023-03-07,98.214
2023-03-08,98.2549
2023-03-09,98.3552
2023-03-10,97.5973
2023-03-13,96.6375
2023-03-14,97.2439
2023-03-15,96.059
2023-03-16,96.8409
2023-03-17,96.6218
2023-03-20,96.8132
2023-03-21,96.8117
2023-03-22,96.9038
2023-03-23,96.9855
2023-03-24,96.8225
2023-03-27,96.8748
2023-03-28,96.7326
2023-03-29,96.9103
2023-03-30,97.1134
2023-03-31,97.0602
2023-04-03,97.1309
2023-04-04,96.9847
2023-04-05,96.6991
2023-04-06,96.7673
2023-04-11,97.0586
2023-04-12,96.9636
2023-04-13,96.8824
2023-04-14,97.2264
2023-04-17,97.1818
2023-04-18,97.4709
2023-04-19,97.3784
2023-04-20,97.3326
2023-04-21,97.2041
2023-04-24,97.1929
2023-04-25,96.8472
2023-04-26,96.5478
2023-04-27,96.6681
2023-04-28,96.8877
2023-05-02,96.6274
2023-05-03,96.7414
2023-05-04,96.4784
2023-05-05,96.8384
2023-05-08,96.9093
2023-05-09,96.9011
2023-05-10,96.9518
2023-05-11,96.8876
2023-05-12,97.0198
2023-05-15,97.2073
2023-05-16,97.198
2023-05-17,97.3154
2023-05-18,97.8533
2023-05-19,98.0136
2023-05-22,98.0796
2023-05-23,97.9306
2023-05-24,97.3445
2023-05-25,97.7678
2023-05-26,98.53
2023-05-29,98.7059
2023-05-30,98.6607
2023-05-31,98.0856
2023-06-01,98.414
2023-06-02,99.0078
2023-06-05,99.1744
2023-06-06,99.1485
2023-06-07,99.1773
2023-06-08,99.0855
2023-06-09,99.2286
2023-06-12,99.4551
2023-06-13,99.9593
2023-06-14,100.0529
2023-06-15,100.0229
2023-06-16,100.0155
2023-06-19,99.7873
2023-06-20,99.5627
2023-06-21,99.4587
2023-06-22,99.125
2023-06-23,98.762
2023-06-26,98.9124
2023-06-27,98.9977
2023-06-28,99.1957
2023-06-29,99.3117
2023-06-30,99.7674
2023-07-03,99.8872
2023-07-04,99.8809
2023-07-05,99.7216
2023-07-06,98.8134
2023-07-07,99.0359
2023-07-10,98.906
2023-07-11,99.1033
2023-07-12,99.7978
2023-07-13,99.923
2023-07-14,100.0545
2023-07-17,100.0163
2023-07-18,100.1576
2023-07-19,100.3582
2023-07-20,100.1092
2023-07-21,100.1817
2023-07-24,100.2946
