date,value
2022-09-19,100.0
2022-09-20,100.0
2022-09-21,100.0
2022-09-22,100.0
2022-09-23,100.0
2022-09-26,99.7396969593361
2022-09-27,99.1947622725207
2022-09-28,100.57622726901022
2022-09-29,99.8047613946055
2022-09-30,100.26835938024819
2022-10-03,100.95883545884816
2022-10-04,102.29854849682837
2022-10-05,101.25238255004328
2022-10-06,101.53325429873328
2022-10-07,100.38264923682857
2022-10-10,100.0375323114024
2022-10-11,99.7075471209332
2022-10-12,99.4524024524328
2022-10-13,99.6808229042988
2022-10-14,98.79116772982432
2022-10-17,99.59169475605579
2022-10-18,99.58045374577067
2022-10-19,99.17604319216612
2022-10-20,99.42665464867592
2022-10-21,99.66641542712614
2022-10-24,99.99295522121889
2022-10-25,100.87469924587465
2022-10-26,101.21718060989663
2022-10-27,101.3506362650858
2022-10-28,101.23823507207084
2022-10-31,100.66681467932082
2022-11-01,100.78391222275015
2022-11-02,100.40939310579861
2022-11-03,99.65680026650122
2022-11-04,100.8439963234917
2022-11-07,100.78591892352593
2022-11-08,101.94240937882329
2022-11-09,101.725453787613
2022-11-10,103.72315710366843
2022-11-11,103.14871691488678
2022-11-14,102.78819206819924
2022-11-15,103.05683898066114
2022-11-16,103.05452972201908
2022-11-17,102.70631491773547
2022-11-18,103.06201539150679
2022-11-21,103.15780259843129
2022-11-22,103.94013354213966
2022-11-23,104.3434803313521
2022-11-24,104.68744456477756
2022-11-25,104.06736426851947
2022-11-28,103.41550702428728
2022-11-29,103.99317911196948
2022-11-30,104.41669353829109
2022-12-01,105.25580404427693
2022-12-02,105.0377170857458
2022-12-05,104.51484994703443
2022-12-06,104.47825720739188
2022-12-07,104.72271378863013
2022-12-08,104.58277484651937
2022-12-09,104.08700131933105
2022-12-12,104.09263558208836
2022-12-13,104.84969521680998
2022-12-14,104.15183190891085
2022-12-15,102.01761501052573
2022-12-16,101.60376585918807
2022-12-19,101.25736002081527
2022-12-20,101.40603944796393
2022-12-21,101.85077169687091
2022-12-22,101.38909714025262
2022-12-23,101.47122266753406
2022-12-26,101.47122266753406
2022-12-27,101.2553153317299
2022-12-28,100.67777921574857
2022-12-29,101.10555870812365
2022-12-30,100.54580058848532
2023-01-02,101.23487594258744
2023-01-03,101.98307394344148
2023-01-04,103.80093118081481
2023-01-05,103.21649591099438
2023-01-06,104.30635377099357
2023-01-09,104.09397603757348
2023-01-10,103.8983259635707
2023-01-11,104.32390560922958
2023-01-12,104.72374741090951
2023-01-13,104.74146091933065
2023-01-16,104.80050753352033
2023-01-17,104.67326018302839
2023-01-18,105.09259532624824
2023-01-19,105.10142494670883
2023-01-20,104.71898460466029
2023-01-23,104.79390423162714
2023-01-24,105.28787256824121
2023-01-25,105.37072450143546
2023-01-26,105.0149058173235
2023-01-27,104.82159075795474
2023-01-30,104.16484296981787
2023-01-31,104.48190962072893
2023-02-01,104.80572583585361
2023-02-02,105.70484301438223
2023-02-03,104.3416739599689
2023-02-06,103.7129989382572
2023-02-07,104.06493751561169
2023-02-08,103.57105569821654
2023-02-09,103.44283587324273
2023-02-10,102.78588989700394
2023-02-13,102.95987116657228
2023-02-14,102.35149435508367
2023-02-15,101.50973939224254
2023-02-16,101.54809073095802
2023-02-17,101.13203154234102
2023-02-20,101.10904158919206
2023-02-21,99.88205623583929
2023-02-22,99.37887957515682
2023-02-23,99.73454689016877
2023-02-24,99.13113584602284
2023-02-27,99.11241985871673
2023-02-28,98.89576992925316
2023-03-01,98.95023869439103
2023-03-02,98.72027266191918
2023-03-03,99.89949927898294
2023-03-06,99.53442682058635
2023-03-07,98.41790424268007
2023-03-08,98.95183876889966
2023-03-09,98.7386139218823
2023-03-10,98.92333653910535
2023-03-13,100.49167218681654
2023-03-14,100.27598506569433
2023-03-15,101.70445356993702
2023-03-16,101.53504343781601
2023-03-17,103.2532093422666
2023-03-20,103.45593586217181
2023-03-21,102.49379240337481
2023-03-22,102.57270945413661
2023-03-23,103.08053525885552
2023-03-24,103.45802825994946
2023-03-27,103.34783754375633
2023-03-28,103.36002362029923
2023-03-29,103.40919797297086
2023-03-30,103.64213206613707
2023-03-31,104.07168335983833
2023-04-03,105.09643397906125
2023-04-04,105.29589297529884
2023-04-05,105.62685219888387
2023-04-06,105.69367987049054
2023-04-07,105.69367987049054
2023-04-10,105.69367987049054
2023-04-11,105.21258612620083
2023-04-12,104.9176335725638
2023-04-13,105.19993330464482
2023-04-14,104.54244204821772
2023-04-17,104.0469459400847
2023-04-18,104.38881231285603
2023-04-19,103.611334060216
2023-04-20,103.84842678633763
2023-04-21,103.20698405559256
2023-04-24,103.25135254885879
2023-04-25,103.66659637429292
2023-04-26,103.09792646903668
2023-04-27,102.96115751774242
2023-04-28,103.87071427587655
2023-05-01,103.87071427587655
2023-05-02,104.91775343440416
2023-05-03,105.10514997151655
2023-05-04,105.61387456170195
2023-05-05,105.27595109005982
2023-05-08,105.18349815764199
2023-05-09,105.00264642182542
2023-05-10,105.26792528882537
2023-05-11,104.86408538176005
2023-05-12,104.92732790865414
2023-05-15,105.13245107610061
2023-05-16,103.826838836858
2023-05-17,103.75995688677882
2023-05-18,103.41143076708302
2023-05-19,103.46394872346329
2023-05-22,103.15449775900296
2023-05-23,102.9673441612354
2023-05-24,102.14238937754665
2023-05-25,101.48347497410398
2023-05-26,101.86258395965983
2023-05-29,102.62467262398974
2023-05-30,102.80469103113361
2023-05-31,103.28293735097627
2023-06-01,104.44428475269574
2023-06-02,104.35580163542697
2023-06-05,104.24096091603556
2023-06-06,104.26548865181731
2023-06-07,103.52006515324942
2023-06-08,103.85313669081455
2023-06-09,103.8676503119691
2023-06-12,104.06983323309947
2023-06-13,103.95166289717781
2023-06-14,103.7896315170344
2023-06-15,103.4088501604231
2023-06-16,104.02461404996593
2023-06-19,103.38542369814016
2023-06-20,102.9961307267289
2023-06-21,102.72122323475818
2023-06-22,102.218514975554
2023-06-23,102.8397129237538
2023-06-26,103.27933377195582
2023-06-27,102.74974208769864
2023-06-28,102.75691816165921
2023-06-29,102.77474983055778
2023-06-30,103.81831150717753
2023-07-03,104.1046099403908
2023-07-04,103.8279623470161
2023-07-05,102.89474729035769
2023-07-06,101.12501616250326
2023-07-07,101.27765879958845
2023-07-10,101.39880784935264
2023-07-11,101.51675846297141
2023-07-12,103.49627482709504
2023-07-13,103.9336548861771
2023-07-14,103.5019258021829
2023-07-17,103.54869642284378
2023-07-18,104.6430942882235
2023-07-19,104.52841793726982
2023-07-20,103.80466805280116
2023-07-21,104.1418042835401
2023-07-24,104.2843278481689
2023-07-25,104.72692346865878
2023-07-26,104.24660709746198
2023-07-27,103.74128476622029
2023-07-28,103.88057121165615
2023-07-31,104.24297504750973
2023-08-01,103.21849006956906
2023-08-02,102.40564353159158
2023-08-03,102.09905122826568
2023-08-04,102.53907230111447
2023-08-07,102.0227002544527
2023-08-08,102.47396349518488
2023-08-09,102.44890141357023
2023-08-10,102.33630762582436
2023-08-11,102.00462830608144
2023-08-14,101.74228645595323
2023-08-15,101.31754706242084
2023-08-16,100.53589842309715
