asset_id,category,support_name,isin,currency,source_date,enabled
FR0010702084,Opcvm/FI,INSERTION EMPLOIS DYNAMIQUE,FR0010702084,EUR,2026-09-08,true
LU0289089384,Opcvm/FI,JPM EUROPE EQUITY PLUS FUND A (PERF) (ACC) - EUR,LU0289089384,EUR,2026-09-08,true
LU0292454872,Opcvm/FI,JPM US SELECT EQUITY PLUS A (ACC) USD,LU0292454872,EUR,2026-09-08,true
LU0107398884,Opcvm/FI,JPM EUROPE STRATEGIC VALUE FUND A (DIST) - EUR,LU0107398884,EUR,2026-09-08,true
LU0159052710,Opcvm/FI,JPM US TECHNOLOGY A (ACC) EUR,LU0159052710,EUR,2026-09-08,true
LU1033933703,Opcvm/FI,JPM US EQUITY ALL CAP A ACC EUR,LU1033933703,EUR,2026-09-08,true
LU0740858229,Opcvm/FI,JPM GLOBAL INCOME FUND A ACC AEUR,LU0740858229,EUR,2026-09-08,true
LU0070212591,Opcvm/FI,JPMORGAN INVESTMENT FUNDS - GLOBAL BALANCED FUND A (ACC) - EUR,LU0070212591,EUR,2026-09-08,true
LU0052474979,Opcvm/FI,JPM PACIFIC EQUITY FUND A DIST USD,LU0052474979,EUR,2026-09-08,true
LU0058908533,Opcvm/FI,JPM INDIA FUND A DIST USD,LU0058908533,EUR,2026-09-08,true
LU0053696224,Opcvm/FI,JPMORGAN FUNDS - JAPAN EQUITY FUND A (DIST) - USD,LU0053696224,EUR,2026-09-08,true
LU0095938881,Opcvm/FI,JPM - GLOBAL MACRO OPPORTUNITIES FUND A (ACC) - EUR,LU0095938881,EUR,2026-09-08,true
LU1255011097,Opcvm/FI,JPMORGAN FUNDS - CHINA A-SHARE OPPORTUNITIES FUND A (ACC) - EUR,LU1255011097,EUR,2026-09-08,true
FR0000980427,Opcvm/FI,KEREN PATRIMOINE C,FR0000980427,EUR,2026-09-08,true
FR0010697532,Opcvm/FI,KEREN CORPORATE C,FR0010697532,EUR,2026-09-08,true
FR0011271550,Opcvm/FI,KEREN ESSENTIELS C,FR0011271550,EUR,2026-09-08,true
FR0007374145,Opcvm/FI,LCL ACTIONS OR MONDE C,FR0007374145,EUR,2026-09-08,true
FR0010380675,Opcvm/FI,LAZARD ACTIONS EMERGENTES R,FR0010380675,EUR,2026-09-08,true
FR0000003998,Opcvm/FI,LAZARD EQUITY SRI C,FR0000003998,EUR,2026-09-08,true
FR0010700823,Opcvm/FI,LAZARD ACTIONS AMERICAINES R,FR0010700823,EUR,2026-09-08,true
LU1435385593,Opcvm/FI,LOOMIS SAYLES U.S. GROWTH EQUITY FUND H-R/A (EUR),LU1435385593,EUR,2026-09-08,true
FR0011034131,Opcvm/FI,LAZARD EUROPE CONCENTRATED,FR0011034131,EUR,2026-09-08,true
FR0013254331,Opcvm/FI,LAZARD ACTIONS AMERICAINES AC H-EUR,FR0013254331,EUR,2026-09-08,true
FR0000292302,Opcvm/FI,LAZARD PATRIMOINE CROISSANCE,FR0000292302,EUR,2026-09-08,true
FR0007028543,Opcvm/FI,LAZARD PATRIMOINE OPPORTUNITIES SRI R EUR,FR0007028543,EUR,2026-09-08,true
FR0007382965,Opcvm/FI,LAZARD PATRIMOINE EQUILIBRE,FR0007382965,EUR,2026-09-08,true
FR0000027609,Opcvm/FI,LAZARD EURO SHORT DURATION SRI,FR0000027609,EUR,2026-09-08,true
FR0010230490,Opcvm/FI,LAZARD CREDIT OPPORTUNITIES A,FR0010230490,EUR,2026-09-08,true
FR0010752543,Opcvm/FI,LAZARD CRÉDIT FI SRI R,FR0010752543,EUR,2026-09-08,true
FR0010689141,Opcvm/FI,LAZARD SMALL CAPS EURO SRI R,FR0010689141,EUR,2026-09-08,true
FR0012355139,Opcvm/FI,LAZARD PATRIMOINE SRI RC EUR,FR0012355139,EUR,2026-09-08,true
FR0010751008,Opcvm/FI,LAZARD EURO CREDIT SRI,FR0010751008,EUR,2026-09-08,true
FR0010858498,Opcvm/FI,LAZARD CONVERTIBLE GLOBAL R,FR0010858498,EUR,2026-09-08,true
FR0010679902,Opcvm/FI,LAZARD SMALL CAPS FRANCE R,FR0010679902,EUR,2026-09-08,true
FR0014010443,Opcvm/FI,LAZARD SOVEREIGNTY EUROPE,FR0014010443,EUR,2026-09-08,true
LU1670707527,Opcvm/FI,M&G LUX EUROPEAN STRAT VAL FD A EUR ACC,LU1670707527,EUR,2026-09-08,true
LU1670618690,Opcvm/FI,M&G LUX GLOBAL EMERG MKT FD A EUR ACC,LU1670618690,EUR,2026-09-08,true
LU1670710075,Opcvm/FI,M&G (LUX) GLOBAL DIVIDEND FUND A EUR ACC,LU1670710075,EUR,2026-09-08,true
FR0010400762,Opcvm/FI,MONETA LONG SHORT,FR0010400762,EUR,2026-09-08,true
LU0914731947,Opcvm/FI,MIROVA EURO SUSTAINABLE EQUITY FUND R/A EUR,LU0914731947,EUR,2026-09-08,true
LU1329694266,Opcvm/FI,MANDARINE GLOBAL MICROCAP R,LU1329694266,EUR,2026-09-08,true
LU1582988058,Opcvm/FI,M&G (LUX) DYNAMIC ALLOCATION FUND EURO A ACC,LU1582988058,EUR,2026-09-08,true
LU0914729966,Opcvm/FI,MIROVA GLOBAL SUSTAINABLE EQUITY FUND R/A (EUR,LU0914729966,EUR,2026-09-08,true
LU2257980289,Opcvm/FI,MANDARINE GLOBAL TRANSITION,LU2257980289,EUR,2026-09-08,true
LU1670631289,Opcvm/FI,M&G (LUX) EMERGING MARKETS BOND FUND A-H EUR ACC,LU1670631289,EUR,2026-09-08,true
LU1670724373,Opcvm/FI,M&G (LUX) OPTIMAL INCOME FUND,LU1670724373,EUR,2026-09-08,true
LU1303940784,Opcvm/FI,MANDARINE EUROPE MICROCAP R,LU1303940784,EUR,2026-09-08,true
LU0914733059,Opcvm/FI,MIROVA EUROPE ENVIRONMENTAL EQUITY FUND R/A (EUR),LU0914733059,EUR,2026-09-08,true
FR0010657122,Opcvm/FI,MANDARINE OPPORTUNITES R,FR0010657122,EUR,2026-09-08,true
LU1670719613,Opcvm/FI,M&G (LUX) GLOBAL MACRO BOND FUND A EUR ACC,LU1670719613,EUR,2026-09-08,true
LU0335216932,Opcvm/FI,MORGAN STANLEY INVESTMENT FUNDS - GLOBAL BRANDS FUND AH (EUR),LU0335216932,EUR,2026-09-08,true
LU0073232471,Opcvm/FI,MS INVF US GROWTH FUND,LU0073232471,EUR,2026-09-08,true
LU2638914734,Opcvm/FI,MDP TOBAM GBL BLOCKCHAIN EQ B2 EUR ACC,LU2638914734,EUR,2026-09-08,true
LU2459590019,Opcvm/FI,MSIF CALVERT CLIMATE ALIGNED FUND A USD,LU2459590019,EUR,2026-09-08,true
LU0348926287,Opcvm/FI,NORDEA 1 GLOBAL CLIMATE AND ENVIRONMENT FUND CLASSE D'ACTIONS BP EUR,LU0348926287,EUR,2026-09-08,true
LU0141799501,Opcvm/FI,NORDEA 1 - EUROPEAN HIGH YIELD BOND FUND,LU0141799501,EUR,2026-09-08,true
FR0000299356,Opcvm/FI,NORDEN SRI,FR0000299356,EUR,2026-09-08,true
IE00B23XD337,Opcvm/FI,NATIXIS IF - LOOMIS SAYLES MULTISECTOR INCOME FUND R/A(EUR),IE00B23XD337,EUR,2026-09-08,true
LU0772926084,Opcvm/FI,NORDEA 1 - EMERGING MARKET BOND BP EUR,LU0772926084,EUR,2026-09-08,true
LU0064675639,Opcvm/FI,NORDEA 1 -NORDIC EQUITY FUND,LU0064675639,EUR,2026-09-08,true
LU0227384020,Opcvm/FI,NORDEA 1 STABLE RETURN BP EUR,LU0227384020,EUR,2026-09-08,true
FR0011170182,Opcvm/FI,OFI INVEST PRECIOUS METALS,FR0011170182,EUR,2026-09-08,true
FR0011586544,Opcvm/FI,OFI INVEST ISR GRANDES MARQUES,FR0011586544,EUR,2026-09-08,true
LU1486845537,Opcvm/FI,ODDO BHF EURO CREDIT SHORT DUR CR-EUR,LU1486845537,EUR,2026-09-08,true
FR0010564351,Opcvm/FI,OFI INVEST ESG MULTITRACK,FR0010564351,EUR,2026-09-08,true
FR0011350685,Opcvm/FI,OSTRUM SRI CROSSOVER,FR0011350685,EUR,2026-09-08,true
DE000A2JJ1W5,Opcvm/FI,ODDO BHF POLARIS MODERATE CR-EUR,DE000A2JJ1W5,EUR,2026-09-08,true
LU0935222066,Opcvm/FI,OSTRUM CREDIT SHORT DURATION,LU0935222066,EUR,2026-09-08,true
