asset_id,category,support_name,isin,currency,source_date,enabled
LU0870553459,Opcvm/FI,DNCA INVEST EUROPE GROWTH B,LU0870553459,EUR,2026-09-08,true
LU2707622630,Opcvm/FI,DNCA INVEST - STRATEGIC RESOURCES,LU2707622630,EUR,2026-09-08,true
LU1244893696,Opcvm/FI,EDR FUND BIG DATA A-EUR,LU1244893696,EUR,2026-09-08,true
FR0010859769,Opcvm/FI,ECHIQUIER WORLD EQUITY GROWTH A,FR0010859769,EUR,2026-09-08,true
FR0007023692,Opcvm/FI,EDR SICAV GLOBAL ALLOCATION,FR0007023692,EUR,2026-09-08,true
LU0431139764,Opcvm/FI,ETHNA AKTIV E (T),LU0431139764,EUR,2026-09-08,true
LU1819480192,Opcvm/FI,ECHIQUIER ARTIFICIAL INTELLIGENCE B,LU1819480192,EUR,2026-09-08,true
LU0992632538,Opcvm/FI,EDMOND DE ROTHSCHILD FUND - INCOME EUROPE A EUR,LU0992632538,EUR,2026-09-08,true
LU1160356009,Opcvm/FI,EDR FUND HEALTHCARE A - EUR,LU1160356009,EUR,2026-09-08,true
FR0010592022,Opcvm/FI,ECOFI ENJEUX FUTURS C,FR0010592022,EUR,2026-09-08,true
FR0010611293,Opcvm/FI,ECHIQUIER ARTY SRI,FR0010611293,EUR,2026-09-08,true
LU1161527038,Opcvm/FI,EDMOND DE ROTHSCHILD FUND - BOND ALLOCATION A EUR ACC,LU1161527038,EUR,2026-09-08,true
FR0010321828,Opcvm/FI,ECHIQUIER MAJOR SRI GROWTH EUROPE,FR0010321828,EUR,2026-09-08,true
LU0304955437,Opcvm/FI,EDGEWOOD L SELECT - US SELECT GROWTH A EUR,LU0304955437,EUR,2026-09-08,true
FR0007061882,Opcvm/FI,ERASMUS MID CAP EURO R,FR0007061882,EUR,2026-09-08,true
LU0138007074,Opcvm/FI,EDGEWOOD L SELECT - US SELECT GROWTH A EUR H,LU0138007074,EUR,2026-09-08,true
FR001400Y4C3,Opcvm/FI,ECHIQUIER ABSOLUTE RETURN CREDIT A,FR001400Y4C3,EUR,2026-09-08,true
LU0048584766,Opcvm/FI,FF ITALY FUND A EUR,LU0048584766,EUR,2026-09-08,true
LU0114722902,Opcvm/FI,FIDELITY FUNDS - GLOBAL INDUSTRIALS FUND A-DIST-EUR,LU0114722902,EUR,2026-09-08,true
LU0099574567,Opcvm/FI,FF GLOBAL TECHNOLOGY FUND A-EUR,LU0099574567,EUR,2026-09-08,true
LU0922334643,Opcvm/FI,FIDELITY NORDIC FUND A EUR CAP,LU0922334643,EUR,2026-09-08,true
LU0413543058,Opcvm/FI,FF JAPAN VALUE FUND A ACC EUR,LU0413543058,EUR,2026-09-08,true
LU0109394709,Opcvm/FI,FRANKLIN BIOTECHNOLOGY DISCOVERY FUND A ACC USD,LU0109394709,EUR,2026-09-08,true
FR0000987968,Opcvm/FI,FEDERAL INDICIEL JAPON P,FR0000987968,EUR,2026-09-08,true
LU0114722498,Opcvm/FI,FIDELITY FUNDS - GLOBAL FINANCIAL SERVICES FUND A-DIST-EUR,LU0114722498,EUR,2026-09-08,true
LU0069449576,Opcvm/FI,FF WORLD FUND A EUR,LU0069449576,EUR,2026-09-08,true
FR0000987950,Opcvm/FI,FEDERAL INDICIEL APAL,FR0000987950,EUR,2026-09-08,true
LU0261948227,Opcvm/FI,FF GERMANY FUND A ACC EUR,LU0261948227,EUR,2026-09-08,true
LU0702159772,Opcvm/FI,FIDELITY FUNDS - ASIAN SMALLER COMPANIES FUND A-ACC-EUR,LU0702159772,EUR,2026-09-08,true
LU0048578792,Opcvm/FI,FF EUROPEAN GROWTH FUND A EUR,LU0048578792,EUR,2026-09-08,true
LU0054237671,Opcvm/FI,FF ASIAN SPECIAL SITUATIONS FUND A USD,LU0054237671,EUR,2026-09-08,true
