asset_id,category,support_name,isin,currency,source_date,enabled
FR0013202132,Opcvm/FI,SEXTANT BOND PICKING A,FR0013202132,EUR,2026-09-08,true
FR0011363746,Opcvm/FI,SOLIDARITÉ - HABITAT ET HUMANISME P,FR0011363746,EUR,2026-09-08,true
LU0113257694,Opcvm/FI,SCHRODER INTERNATIONAL SELECTION FUND EURO CORPORATE BOND A ACCUMULATION EUR,LU0113257694,EUR,2026-09-08,true
FR0010363366,Opcvm/FI,SYCOMORE L/S OPPORTUNITES,FR0010363366,EUR,2026-09-08,true
FR0011694256,Opcvm/FI,SOFIDY SELECTION 1 P,FR0011694256,EUR,2026-09-08,true
LU0180781048,Opcvm/FI,SCHRODER INTERNATIONAL SELECTION FUND GLOBAL INFLATION LINKED BOND A ACCUMULATION EUR,LU0180781048,EUR,2026-09-08,true
FR001400MCQ6,Opcvm/FI,SYCOYIELD 2030,FR001400MCQ6,EUR,2026-09-08,true
FR0010546929,Opcvm/FI,TOCQUEVILLE DIVIDENDE ISR C,FR0010546929,EUR,2026-09-08,true
LU0029874905,Opcvm/FI,TEMPLETON EMERGING MARKETS A YDIS,LU0029874905,EUR,2026-09-08,true
LU1951200481,Opcvm/FI,THEMATICS AI AND ROBOTICS FUND,LU1951200481,EUR,2026-09-08,true
LU0390135415,Opcvm/FI,TEMPLETON ASIAN SMALLER COMPANIES FUND A ACC EUR,LU0390135415,EUR,2026-09-08,true
LU1951229035,Opcvm/FI,THEMATICS WATER FUND,LU1951229035,EUR,2026-09-08,true
LU2147879543,Opcvm/FI,TIKEHAU INTERNATIONAL CROSS ASSETS R ACC,LU2147879543,EUR,2026-09-08,true
FR0013342755,Opcvm/FI,TOCQUEVILLE ENVIRONNEMENT ISR GP,FR0013342755,EUR,2026-09-08,true
FR0010546903,Opcvm/FI,TOCQUEVILLE SMALL CAP EURO ISR C,FR0010546903,EUR,2026-09-08,true
FR0007072160,Opcvm/FI,TRUSTEAM OPTIMUM A,FR0007072160,EUR,2026-09-08,true
LU1951225553,Opcvm/FI,THEMATICS SAFETY FUND R A,LU1951225553,EUR,2026-09-08,true
LU0278272843,Opcvm/FI,TRIODOS PIONEER IMPACT FUND EUR R ACC,LU0278272843,EUR,2026-09-08,true
LU1951204046,Opcvm/FI,THEMATICS META FUND R A,LU1951204046,EUR,2026-09-08,true
FR0010058529,Opcvm/FI,THEMATICS EUROPE SELECTION,FR0010058529,EUR,2026-09-08,true
LU2095319849,Opcvm/FI,THEMATICS SUBSCRIPTION ECONOMY FUND,LU2095319849,EUR,2026-09-08,true
FR0010415448,Opcvm/FI,UNION INDICIEL JAPON 225,FR0010415448,EUR,2026-09-08,true
FR0010004085,Opcvm/FI,UNION INDICIEL AMERIQUE 500 C,FR0010004085,EUR,2026-09-08,true
LU0049842262,Opcvm/FI,UBS EQUITY FUND MID CAPS USA USD P ACC,LU0049842262,EUR,2026-09-08,true
LU0384405600,Opcvm/FI,VONTOBEL GLOBAL ENV CHANGE B EUR ACC,LU0384405600,EUR,2026-09-08,true
LU2358392376,Opcvm/FI,VARENNE VALEUR A EUR CAP,LU2358392376,EUR,2026-09-08,true
FR00140197O6,Fonds structurés /Autres,GWS TAUX FIXE CALLABLE BONUS SEPTEMBRE 2026,FR00140197O6,EUR,2026-09-08,true
FR0014016AV6,Fonds structurés /Autres,GWS TAUX FIXE CALLABLE JUIN 2026,FR0014016AV6,EUR,2026-09-08,true
ALTAPROFITS:ALTIXIA-CADENCE-XII,SCPI - SCI,ALTIXIA CADENCE XII,,EUR,2026-09-08,true
SCPI00004052,SCPI - SCI,ATREAM HOTELS,SCPI00004052,EUR,2026-09-08,true
SCPI00000449,SCPI - SCI,EPARGNE FONCIERE,SCPI00000449,EUR,2026-09-08,true
SCI000000004,SCPI - SCI,GF PIERRE,SCI000000004,EUR,2026-09-08,true
SCI000000015,SCPI - SCI,SC TERRES INVEST,SCI000000015,EUR,2026-09-08,true
SCI000000013,SCPI - SCI,SCI CAP SANTÉ,SCI000000013,EUR,2026-09-08,true
FR0011066802,OPCI,OPCIMMO P,FR0011066802,EUR,2026-09-08,true
FR0013219722,OPCI,SWISSLIFE DYNAPIERRE ACTION P,FR0013219722,EUR,2026-09-08,true
FR0013260262,OPCI,SOFIDY PIERRE EUROPE,FR0013260262,EUR,2026-09-08,true
FR001400L0X2,FCPR,BLACKSTONE CRÉDIT PRIVÉ EUROPE SC,FR001400L0X2,EUR,2026-09-08,true
FR0013504479,FCPR,FCPR-GF LUMYNA PRIVATE EQUITY WORLD FUND,FR0013504479,EUR,2026-09-08,true
FR0013473667,FCPR,GF INFRASTRUCTURES DURABLES,FR0013473667,EUR,2026-09-08,true
FR001400NQN1,FCPR,GF LUMYNA PRIVATE DEBT FUND,FR001400NQN1,EUR,2026-09-08,true
FR0013222353,FCPR,ISATIS CAPITAL VIE & RETRAITE,FR0013222353,EUR,2026-09-08,true
LU1829219390,ETF,AMUNDI EURO STOXX BANKS UCITS ETF ACC,LU1829219390,EUR,2026-09-08,true
LU0533033667,ETF,AMUNDI MSCI WORLD INFORMATION TECHNOLOGY UCITS ETF EUR ACC,LU0533033667,EUR,2026-09-08,true
LU1900066462,ETF,AMUNDI MSCI EASTERN EUROPE EX RUSSIA UCITS ETF,LU1900066462,EUR,2026-09-08,true
LU1829221024,ETF,AMUNDI NASDAQ-100 II UCITS ETF ACC,LU1829221024,EUR,2026-09-08,true
LU0496786574,ETF,AMUNDI S&P 500 II UCITS ETF EUR DIST,LU0496786574,EUR,2026-09-08,true
FR0007054358,ETF,AMUNDI EURO STOXX 50 II UCITS ETF ACC,FR0007054358,EUR,2026-09-08,true
FR0010315770,ETF,AMUNDI MSCI WORLD II UCITS ETF DIST,FR0010315770,EUR,2026-09-08,true
FR0010261198,ETF,AMUNDI MSCI EUROPE II UCITS ETF ACC,FR0010261198,EUR,2026-09-08,true
LU1681044480,ETF,AMUNDI MSCI EM ASIA UCITS ET,LU1681044480,EUR,2026-09-08,true
FR0007052782,ETF,AMUNDI CAC 40 UCITS ETF DIST,FR0007052782,EUR,2026-09-08,true
LU1861138961,ETF,AMUNDI IS MSCI EMERGING MARKETS SRI PAB,LU1861138961,EUR,2026-09-08,true
LU1861137484,ETF,AMUNDI IS AMUNDI MSCI EUROPE SRI PAB,LU1861137484,EUR,2026-09-08,true
LU1681043912,ETF,AMUNDI MSCI CHINA TECH ESG SCREENED UCITS ETF EUR ACC,LU1681043912,EUR,2026-09-08,true
